label	is_feature
is_used_in_Cambridge	1
is_used_in_Spanish_dancing	1
is_used_in_archery	1
is_used_in_army_military	1
is_used_in_ballet	1
is_used_in_baseball	1
is_used_in_battle_war	1
is_used_in_board_games	1
is_used_in_busking	1
is_used_in_cakes	1
is_used_in_castles	1
is_used_in_church	1
is_used_in_cinemas	1
is_used_in_climbing	1
is_used_in_cooking	1
is_used_in_crumbles	1
is_used_in_desserts	1
is_used_in_drinks	1
is_used_in_emergencies	1
is_used_in_experiments	1
is_used_in_fishing	1
is_used_in_folk_music	1
is_used_in_food_preparation	1
is_used_in_hot_weather	1
is_used_in_jazz_music	1
is_used_in_maths	1
is_used_in_medieval_warfare	1
is_used_in_meetings	1
is_used_in_mining	1
is_used_in_moussaka	1
is_used_in_muesli	1
is_used_in_photography	1
is_used_in_pies	1
is_used_in_plays	1
is_used_in_presentations	1
is_used_in_restaurants_cafes	1
is_used_in_robin_hood	1
is_used_in_rounders	1
is_used_in_sauces	1
is_used_in_seas	1
is_used_in_shows	1
is_used_in_snow	1
is_used_in_sport	1
is_used_in_supermarket	1
is_used_in_surgery	1
is_used_in_teaching	1
is_used_in_tennis	1
is_used_in_the_dark	1
is_used_in_the_sea	1
is_used_in_tug_of_war	1
is_used_in_ultimate_frisbee	1
is_used_in_water	1
is_used_in_winter	1
is_used_on_Christmas_pudding	1
is_used_on_building_sites	1
is_used_on_car_wheels	1
is_used_on_horses	1
is_used_on_nails	1
is_used_on_roads	1
is_used_on_rough_terrains	1
is_used_on_toast	1
is_used_on_toe_nails	1
is_used_on_trousers	1
is_used_on_waves	1
is_used_on_wood	1
is_used_to_brush_hair	1
is_used_to_build_houses	1
is_used_to_build_used_by_builders	1
is_used_to_cast_spells	1
is_used_to_catch_fish	1
is_used_to_clear_leaves	1
is_used_to_cut_paper	1
is_used_to_eat_food	1
is_used_to_flavour_food	1
is_used_to_gather	1
is_used_to_give_directions	1
is_used_to_hang_a_picture	1
is_used_to_harvest	1
is_used_to_hold	1
is_used_to_kill_whales	1
is_used_to_learn	1
is_used_to_listen	1
is_used_to_look_up_meanings	1
is_used_to_make_cheese	1
is_used_to_make_chips	1
is_used_to_make_furniture	1
is_used_to_make_opium	1
is_used_to_make_shapes	1
is_used_to_make_smooth_surfaces	1
is_used_to_make_smoothies	1
is_used_to_mix	1
is_used_to_mix_eggs	1
is_used_to_move	1
is_used_to_move_snow	1
is_used_to_open_bottles	1
is_used_to_open_wine	1
is_used_to_play_with	1
is_used_to_put_out_a_fire	1
is_used_to_put_things_on	1
is_used_to_remove_skin	1
is_used_to_rescue	1
is_used_to_seal	1
is_used_to_secure	1
is_used_to_see	1
is_used_to_see_small_things	1
is_used_to_send	1
is_used_to_serve	1
is_used_to_serve_food	1
is_used_to_store_jam	1
is_used_to_sunbathe	1
is_used_to_surf	1
is_used_to_urinate_in	1
is_used_to_wash	1
is_used_to_wipe_feet	1
is_used_to_wrap_presents	1
is_used_to_write	1
is_used_when_eating	1
is_used_when_sick	1
is_used_with_a_bow	1
is_used_with_a_screwdriver	1
is_used_with_nuts	1
is_used_with_screws	1
is_used_with_thread	1
is_useful	1
is_veal	1
is_vital_for_life	1
is_warm	1
is_warty	1
is_watched	1
is_watertight_waterproof	1
is_waved	1
is_weak	1
is_weeping	1
is_wet	1
is_where_you_poo	1
is_white	1
is_white_and_yellow	1
is_wild	1
is_wise	1
is_wobbly	1
is_woolly	1
is_worn	1
is_worn_after_baths	1
is_worn_around_the_neck	1
is_worn_around_the_waist	1
is_worn_at_bedtime_night	1
is_worn_at_work	1
is_worn_by_businessmen	1
is_worn_by_cyclists	1
is_worn_by_divers	1
is_worn_by_gymnasts	1
is_worn_by_men_and_women	1
is_worn_by_motorcyclists	1
is_worn_by_prisoners	1
is_worn_by_superheroes	1
is_worn_by_wizards	1
is_worn_for_swimming	1
is_worn_in_bed	1
is_worn_in_warm_weather	1
is_worn_in_winter	1
is_worn_on_a_finger	1
is_worn_on_feet	1
is_worn_on_head	1
is_worn_on_the_face	1
is_worn_on_the_hand	1
is_worn_on_the_legs	1
is_worn_on_the_lips	1
is_worn_on_the_lower_body	1
is_worn_on_the_shoulder	1
is_worn_on_the_wrist	1
is_worn_on_upper_body	1
is_worn_over_clothes	1
is_worn_to_balls	1
is_worn_when_cold	1
is_worn_with_a_suit	1
is_worn_with_a_tie	1
is_worn_with_pyjamas	1
is_worn_with_skirts	1
is_woven	1
is_wrinkly	1
is_written	1
is_y-shaped	1
is_yellow	1
is_yellow_and_black	1
is_yellow_and_brown	1
is_yellow_in_New_York	1
keeps_people_out	1
made__of_metal_and_fabric	1
made_of_a_white_grape	1
made_of_additives	1
made_of_alcohol	1
made_of_aluminium	1
made_of_animal_skin	1
made_of_apples	1
made_of_beads	1
made_of_beet	1
made_of_berries	1
made_of_bones	1
made_of_brass	1
made_of_bread	1
made_of_butter	1
made_of_calcium_carbonate	1
made_of_cane	1
made_of_canvas	1
made_of_carbohydrate_starch	1
made_of_cardboard_card	1
made_of_carpet	1
made_of_cartilage	1
made_of_cells	1
made_of_cement	1
made_of_ceramic_china_clay_porcelain	1
made_of_chainmail	1
made_of_cheese	1
made_of_chemicals	1
made_of_chocolate	1
made_of_cocoa	1
made_of_coffee_beans	1
made_of_copper	1
made_of_cork	1
made_of_cotton	1
made_of_cream	1
made_of_denim	1
made_of_diamonds	1
made_of_dough	1
made_of_eggs	1
made_of_elastic	1
made_of_enamel	1
made_of_explosives	1
made_of_fabric_cloth_material	1
made_of_fermented_apples	1
made_of_fermented_grapes	1
made_of_fibre_glass	1
made_of_fibres	1
made_of_flint	1
made_of_flour	1
made_of_flowers	1
made_of_fruit	1
made_of_gelatine	1
made_of_glass	1
made_of_glucose	1
made_of_glue	1
made_of_gold	1
made_of_grain	1
made_of_grapes	1
made_of_graphite	1
made_of_hops	1
made_of_ivory	1
made_of_juniper_berries	1
made_of_keratin	1
made_of_lace	1
made_of_lead	1
made_of_leather	1
made_of_lemons	1
made_of_linen	1
made_of_lycra	1
made_of_malt	1
made_of_matting	1
made_of_meat	1
made_of_mercury	1
made_of_mesh	1
made_of_metal	1
made_of_metal_and_plastic	1
made_of_milk	1
made_of_minerals	1
made_of_neoprene	1
made_of_nerves	1
made_of_nylon	1
made_of_paper	1
made_of_paper_and_sand	1
made_of_parts	1
made_of_pastry	1
made_of_pears	1
made_of_pig	1
made_of_pigment	1
made_of_plastic	1
made_of_polyester	1
made_of_precious_metals	1
made_of_rock	1
made_of_rope	1
made_of_rubber	1
made_of_salt	1
made_of_sand	1
made_of_silk	1
made_of_silver	1
made_of_steel	1
made_of_stock	1
made_of_stone	1
made_of_straw	1
made_of_string	1
made_of_synthetic_materials	1
made_of_tendons	1
made_of_tights	1
made_of_tomatoes	1
made_of_towelling	1
made_of_two_slices_of_bread	1
made_of_vegetables	1
made_of_vinegar	1
made_of_water_is_watery	1
made_of_wax	1
made_of_wheat	1
made_of_wicker	1
made_of_wire	1
made_of_wood	1
made_of_wood_and_metal	1
made_of_wool	1
made_of_yeast	1
